,facility,index,predate,postdate,change_area,image_area,proportion,cumulative_area,cumulative_prop,model
35,Mianchi,46,2019-06-01,2019-07-01,452200.0,83148700,0.005438449428553904,1885600.0,0.02267744414524821,TinyCD
36,Mianchi,47,2020-02-01,2020-04-01,365300.0,83148700,0.004393333870523532,2067200.0,0.024861483101960704,TinyCD
37,Gunnedah_vickery,31,2019-01-01,2019-02-01,185000.0,36892400,0.005014582949333738,185000.0,0.005014582949333738,LSNet
38,Gunnedah_vickery,32,2019-02-01,2019-03-01,164000.0,36892400,0.004445360019949909,250000.0,0.006776463445045592,LSNet
39,Gunnedah_vickery,33,2019-03-01,2019-04-01,287900.0,36892400,0.0078037753033145035,377700.0,0.010237880972774881,LSNet
40,Gunnedah_vickery,34,2019-04-01,2019-05-01,185000.0,36892400,0.005014582949333738,459400.0,0.01245242922661578,LSNet
41,Gunnedah_vickery,35,2019-05-01,2019-06-01,212300.0,36892400,0.005754572757532717,514500.0,0.013945961769903828,LSNet
42,Gunnedah_vickery,36,2020-02-01,2020-03-01,451200.0,36892400,0.012230161225618284,806900.0,0.021871713415229154,LSNet
43,Gunnedah_vickery,37,2020-11-01,2020-12-01,333800.0,36892400,0.009047933991824875,955000.0,0.025886090360074162,LSNet
44,Werris Creek,72,2019-03-01,2019-04-01,564700.0,89015500,0.006343838994332448,564700.0,0.006343838994332448,LSNet
45,Werris Creek,73,2019-07-01,2019-08-01,332000.0,89015500,0.003729687526329684,770500.0,0.008655795900713921,LSNet
46,Werris Creek,74,2019-11-01,2019-12-01,526200.0,89015500,0.005911330049261084,1041200.0,0.011696839314501406,LSNet
47,Werris Creek,75,2020-03-01,2020-04-01,318000.0,89015500,0.0035724115463037338,1170400.0,0.013148271930169465,LSNet
48,Guizhou_Xiuwen,21,2019-04-01,2019-10-01,339600.0,42801600,0.007934282830548391,339600.0,0.007934282830548391,LSNet
49,Guizhou_Xiuwen,22,2019-10-01,2019-12-01,44600.0,42801600,0.001042017120855295,370600.0,0.008658554820380547,LSNet
50,Guizhou_Xiuwen,23,2019-12-01,2020-04-01,302400.0,42801600,0.007065156442749803,630300.0,0.014726085006167993,LSNet
51,Mianchi,43,2019-03-01,2019-04-01,959200.0,83148700,0.011535959070917525,959200.0,0.011535959070917525,LSNet
52,Mianchi,44,2019-04-01,2019-05-01,670800.0,83148700,0.00806747429605033,1362300.0,0.016383900169214913,LSNet
53,Mianchi,45,2019-05-01,2019-06-01,363800.0,83148700,0.004375293901167427,1580500.0,0.019008114378216378,LSNet
54,Mianchi,46,2019-06-01,2019-07-01,503400.0,83148700,0.006054213715908968,1826000.0,0.021960656029498957,LSNet
55,Mianchi,47,2020-02-01,2020-04-01,644600.0,83148700,0.007752376164630355,2189400.0,0.026331139272171424,LSNet
56,Gunnedah_vickery,31,2019-01-01,2019-02-01,187000.0,36892400,0.005068794656894103,187000.0,0.005068794656894103,DDPMCD
57,Gunnedah_vickery,32,2019-02-01,2019-03-01,165900.0,36892400,0.004496861142132255,245800.0,0.006662618859168826,DDPMCD
58,Gunnedah_vickery,33,2019-03-01,2019-04-01,470900.0,36892400,0.012764146545087876,547400.0,0.014837744359271827,DDPMCD
59,Gunnedah_vickery,34,2019-04-01,2019-05-01,226300.0,36892400,0.00613405471045527,594900.0,0.01612527241383049,DDPMCD
60,Gunnedah_vickery,35,2019-05-01,2019-06-01,283700.0,36892400,0.007689930717437738,652500.0,0.017686569591568994,DDPMCD
61,Gunnedah_vickery,36,2020-02-01,2020-03-01,329900.0,36892400,0.008942221162082164,870800.0,0.023603777471782807,DDPMCD
62,Gunnedah_vickery,37,2020-11-01,2020-12-01,574500.0,36892400,0.015572312996714771,1146500.0,0.031076861358979087,DDPMCD
63,Werris Creek,72,2019-03-01,2019-04-01,638200.0,89015500,0.007169537889468688,638200.0,0.007169537889468688,DDPMCD
64,Werris Creek,73,2019-07-01,2019-08-01,329000.0,89015500,0.0036959855306098375,864200.0,0.00970842156703046,DDPMCD
65,Werris Creek,74,2019-11-01,2019-12-01,416800.0,89015500,0.004682330605344013,1079600.0,0.012128224859715443,DDPMCD
66,Werris Creek,75,2020-03-01,2020-04-01,543900.0,89015500,0.006110171824008179,1365500.0,0.015340025051816818,DDPMCD
67,Guizhou_Xiuwen,21,2019-04-01,2019-10-01,629300.0,42801600,0.014702721393592763,629300.0,0.014702721393592763,DDPMCD
68,Guizhou_Xiuwen,22,2019-10-01,2019-12-01,97000.0,42801600,0.0022662704197973908,662600.0,0.01548072969234795,DDPMCD
69,Guizhou_Xiuwen,23,2019-12-01,2020-04-01,307800.0,42801600,0.00719131995065605,874200.0,0.020424470113266795,DDPMCD
70,Mianchi,43,2019-03-01,2019-04-01,397100.0,83148700,0.004775781220872966,397100.0,0.004775781220872966,DDPMCD
71,Mianchi,44,2019-04-01,2019-05-01,569600.0,83148700,0.006850377696825086,830100.0,0.009983319041668721,DDPMCD
72,Mianchi,45,2019-05-01,2019-06-01,264000.0,83148700,0.003175034606674548,990800.0,0.011916001092019478,DDPMCD
73,Mianchi,46,2019-06-01,2019-07-01,390400.0,83148700,0.004695202691082362,1224800.0,0.014730236311571918,DDPMCD
74,Mianchi,47,2020-02-01,2020-04-01,339300.0,83148700,0.004080641068351039,1490500.0,0.017925716216850053,DDPMCD
