facility,index,predate,postdate,change_area,image_area,proportion,cumulative_area,cumulative_prop,model
Carrapateena,22,2019-03-26,2019-05-05,10600,4743000,0.0022348724436010966,24000,0.005060088551549652,TinyCD
Carrapateena,23,2019-05-05,2019-07-14,62300,4743000,0.013135146531730972,81000,0.017077798861480076,TinyCD
Carrapateena,24,2019-07-14,2019-09-02,119500,4743000,0.025195024246257643,176600,0.03723381825848619,TinyCD
Carrapateena,25,2019-09-02,2019-11-16,123400,4743000,0.026017288635884463,242100,0.05104364326375711,TinyCD
Carrapateena,26,2019-11-16,2020-01-15,89600,4743000,0.018890997259118702,286600,0.0604258907864221,TinyCD
Carrapateena,27,2020-01-15,2020-03-20,60200,4743000,0.012692388783470378,332900,0.07018764495045329,TinyCD
Carrapateena,28,2020-03-20,2020-05-04,10600,4743000,0.0022348724436010966,341900,0.07208517815728442,TinyCD
Carrapateena,29,2020-05-04,2020-07-23,55800,4743000,0.011764705882352941,379600,0.08003373392367699,TinyCD
Carrapateena,30,2020-07-23,2020-09-11,18600,4743000,0.00392156862745098,385100,0.0811933375500738,TinyCD
Carrapateena,31,2020-09-11,2020-11-25,22100,4743000,0.004659498207885305,400800,0.08450347881087919,TinyCD
Carrapateena_baseline,32,2019-01-25,2019-03-26,0,4781700,0.0,0,0.0,TinyCD
Carrapateena_baseline,33,2019-03-26,2019-05-05,0,4781700,0.0,0,0.0,TinyCD
Carrapateena_baseline,34,2019-05-05,2019-07-14,0,4781700,0.0,0,0.0,TinyCD
Carrapateena_baseline,35,2019-07-14,2020-05-04,0,4781700,0.0,0,0.0,TinyCD
Carrapateena_baseline,36,2020-05-04,2020-09-11,0,4781700,0.0,0,0.0,TinyCD
Carrapateena_baseline,37,2020-09-11,2020-11-25,0,4781700,0.0,0,0.0,TinyCD
Craters,38,2020-01-06,2020-03-11,12600,83030000,0.00015175237865831627,12600,0.00015175237865831627,TinyCD
Craters,39,2020-03-11,2020-05-10,25600,83030000,0.0003083222931470553,37600,0.00045284836805973747,TinyCD
Craters,40,2020-05-10,2020-07-09,35500,83030000,0.0004275563049500181,73100,0.0008804046730097556,TinyCD
Craters,41,2020-07-09,2020-09-07,0,83030000,0.0,73100,0.0008804046730097556,TinyCD
Craters,42,2020-09-07,2020-11-01,600,83030000,7.2263037456341084e-06,73700,0.0008876309767553896,TinyCD
Craters,43,2020-11-01,2021-01-15,307800,83030000,0.0037070938215102976,379000,0.004564615199325545,TinyCD
Craters,44,2021-01-15,2021-03-06,680100,83030000,0.008191015295676262,963100,0.01159942189570035,TinyCD
Craters,45,2021-03-06,2021-05-05,149200,83030000,0.0017969408647476816,1097100,0.013213296398891967,TinyCD
Craters,46,2021-05-05,2021-07-24,108900,83030000,0.0013115741298325907,1186400,0.014288811273033844,TinyCD
Craters,47,2021-07-24,2021-09-27,800,83030000,9.635071660845477e-06,1187200,0.014298446344694689,TinyCD
Craters,48,2021-09-27,2021-11-21,56400,83030000,0.0006792725520896062,1240000,0.01493436107431049,TinyCD
Craters,49,2021-11-21,2022-01-10,8600,83030000,0.00010357702035408889,1248600,0.015037938094664579,TinyCD
Craters,50,2022-01-10,2022-03-11,85300,83030000,0.001027339515837649,1330300,0.016021919788028423,TinyCD
Craters,51,2022-03-11,2022-05-15,66700,83030000,0.0008033240997229917,1389000,0.01672889317114296,TinyCD
Craters,52,2022-05-15,2022-07-24,23000,83030000,0.0002770083102493075,1410200,0.016984222570155364,TinyCD
Craters,53,2022-07-24,2022-09-02,0,83030000,0.0,1410200,0.016984222570155364,TinyCD
Craters,54,2022-09-02,2022-11-06,8400,83030000,0.00010116825243887752,1414300,0.017033602312417198,TinyCD
Craters_baseline,55,2020-03-11,2020-05-10,64200,78234200,0.0008206129800010738,64200,0.0008206129800010738,TinyCD
Craters_baseline,56,2020-05-10,2020-11-01,0,78234200,0.0,64200,0.0008206129800010738,TinyCD
Craters_baseline,57,2020-11-01,2021-01-15,89100,78234200,0.0011388881077584994,153300,0.0019595010877595733,TinyCD
Craters_baseline,58,2021-01-15,2022-05-15,861400,78234200,0.01101052992169665,998800,0.012766795084502685,TinyCD
Craters_baseline,59,2022-05-15,2022-07-24,42700,78234200,0.0005457971066362282,1039700,0.013289584350578136,TinyCD
Iluka Western Australia,60,2019-01-27,2019-03-23,882500,19535500,0.045174170100586115,882500,0.045174170100586115,TinyCD
Iluka Western Australia,61,2019-03-23,2019-05-02,1209100,19535500,0.061892452202400756,1650800,0.08450257224028052,TinyCD
Iluka Western Australia,62,2019-05-02,2019-07-16,921800,19535500,0.047185892349824676,2111700,0.10809551841519285,TinyCD
Iluka Western Australia,63,2019-07-16,2019-09-29,843800,19535500,0.043193161168129816,2409600,0.123344680197589,TinyCD
Iluka Western Australia,64,2019-09-29,2019-11-13,779200,19535500,0.039886360727905606,2592600,0.1327122418161808,TinyCD
Iluka Western Australia,65,2019-11-13,2020-01-07,1073400,19535500,0.05494612372347777,2849200,0.14584730362673082,TinyCD
Iluka Western Australia,66,2020-01-07,2020-03-22,1087600,19535500,0.055673005553991455,3155000,0.16150085741342685,TinyCD
Iluka Western Australia,67,2020-03-22,2020-05-21,1305800,19535500,0.06684241509047631,3650200,0.18684958153105885,TinyCD
Iluka Western Australia,68,2020-05-21,2020-07-20,659800,19535500,0.03377441068823424,3859500,0.19756341020194007,TinyCD
Iluka Western Australia,69,2020-07-20,2020-09-23,610200,19535500,0.031235443167566736,3940700,0.201719945739807,TinyCD
Iluka Western Australia,70,2020-09-23,2020-11-07,525300,19535500,0.02688950884287579,3979600,0.20371119244452407,TinyCD
Iluka Western Australia_baseline,71,2019-01-27,2019-03-23,10400,20520900,0.0005068003839987525,10400,0.0005068003839987525,TinyCD
Iluka Western Australia_baseline,72,2019-03-23,2019-05-02,18100,20520900,0.0008820275913824443,28500,0.0013888279753811966,TinyCD
Iluka Western Australia_baseline,73,2019-05-02,2019-07-16,67900,20520900,0.003308821737838009,87800,0.0042785647802971605,TinyCD
Iluka Western Australia_baseline,74,2019-07-16,2019-09-29,0,20520900,0.0,87800,0.0042785647802971605,TinyCD
Iluka Western Australia_baseline,75,2019-09-29,2019-11-13,14200,20520900,0.000691977447382912,99800,0.004863334454141875,TinyCD
Iluka Western Australia_baseline,76,2019-11-13,2020-01-07,74300,20520900,0.0036206988972218566,166700,0.008123425385826158,TinyCD
Iluka Western Australia_baseline,77,2020-01-07,2020-03-22,21200,20520900,0.0010330930904589954,185800,0.009054183783362328,TinyCD
Iluka Western Australia_baseline,78,2020-03-22,2020-05-21,56800,20520900,0.002767909789531648,241000,0.011744124283048014,TinyCD
Iluka Western Australia_baseline,79,2020-05-21,2020-07-20,500,20520900,2.43654030768631e-05,241300,0.011758743524894132,TinyCD
Iluka Western Australia_baseline,80,2020-07-20,2020-09-23,900,20520900,4.385772553835358e-05,242200,0.011802601250432487,TinyCD
Iluka Western Australia_baseline,81,2020-09-23,2020-11-07,200,20520900,9.746161230745241e-06,242400,0.01181234741166323,TinyCD
London,82,2020-01-19,2020-03-27,125500,26805800,0.004681822590633371,125500,0.004681822590633371,TinyCD
London,83,2020-03-27,2020-05-21,90200,26805800,0.00336494340776996,213700,0.0079721552798275,TinyCD
London,84,2020-05-21,2020-07-20,13400,26805800,0.000499891814458065,226200,0.008438472270926442,TinyCD
London,85,2020-07-20,2020-09-20,23500,26805800,0.0008766759432660096,248800,0.009281573390833327,TinyCD
London,86,2020-09-20,2020-11-04,58500,26805800,0.0021823635183430452,292400,0.010908087055786435,TinyCD
London,87,2020-11-04,2021-01-21,519600,26805800,0.01938386468600079,778600,0.029045952741570853,TinyCD
London,88,2021-01-21,2021-03-09,24500,26805800,0.0009139813025539249,788700,0.029422736870378798,TinyCD
London,89,2021-03-09,2021-07-22,89500,26805800,0.0033388296562684196,828200,0.030896298562251453,TinyCD
London,90,2021-07-22,2021-09-08,145800,26805800,0.005439121384178051,916000,0.034171709107730416,TinyCD
London,91,2021-09-08,2021-11-02,65900,26805800,0.0024584231770736183,952900,0.03554827686545449,TinyCD
London,92,2021-11-02,2022-01-13,53300,26805800,0.0019883756500458857,975700,0.03639883905721896,TinyCD
London,93,2022-01-13,2022-03-19,58900,26805800,0.0021972856620582114,998500,0.037249401248983426,TinyCD
London,94,2022-03-19,2022-05-08,215700,26805800,0.008046765998403331,1138900,0.042487073693006736,TinyCD
London,95,2022-05-08,2022-07-10,246300,26805800,0.009188309992613539,1337300,0.049888456975729134,TinyCD
London,96,2022-07-10,2022-09-25,133400,26805800,0.004976534929007901,1388900,0.051813413514985564,TinyCD
London,97,2022-09-25,2022-11-04,25800,26805800,0.0009624782696282148,1403900,0.05237299390430429,TinyCD
London_baseline,98,2020-01-19,2020-03-27,25700,26998400,0.0009519082612302951,25700,0.0009519082612302951,TinyCD
London_baseline,99,2020-03-27,2020-05-21,900,26998400,3.3335308759037575e-05,26500,0.000981539646793884,TinyCD
London_baseline,100,2020-05-21,2020-07-20,1200,26998400,4.444707834538343e-05,27700,0.0010259867251392674,TinyCD
London_baseline,101,2020-07-20,2020-09-20,1900,26998400,7.037454071352376e-05,29300,0.0010852494962664454,TinyCD
London_baseline,102,2020-09-20,2020-11-04,23000,26998400,0.0008519023349531825,52200,0.0019334479080241793,TinyCD
London_baseline,103,2020-11-04,2021-01-21,490500,26998400,0.018167743273675478,539100,0.019967849946663507,TinyCD
London_baseline,104,2021-01-21,2021-03-09,23800,26998400,0.0008815337205167713,548400,0.02031231480384023,TinyCD
London_baseline,105,2021-03-09,2021-07-22,21500,26998400,0.0007963434870214531,563200,0.020860495436766623,TinyCD
London_baseline,106,2021-07-22,2021-09-08,20000,26998400,0.0007407846390897238,573200,0.021230887756311486,TinyCD
London_baseline,107,2021-09-08,2021-11-02,19100,26998400,0.0007074493303306863,587100,0.021745733080478842,TinyCD
London_baseline,108,2021-11-02,2022-01-13,13600,26998400,0.0005037335545810122,594800,0.022030935166528386,TinyCD
London_baseline,109,2022-01-13,2022-03-19,19600,26998400,0.0007259689463079294,610500,0.02261245110821382,TinyCD
London_baseline,110,2022-03-19,2022-05-08,73600,26998400,0.002726087471850184,674500,0.024982961953300936,TinyCD
London_baseline,111,2022-05-08,2022-07-10,63700,26998400,0.0023593990755007704,723100,0.026783068626288965,TinyCD
London_baseline,112,2022-07-10,2022-09-25,78100,26998400,0.0028927640156453716,785100,0.029079501007467107,TinyCD
London_baseline,113,2022-09-25,2022-11-04,194400,26998400,0.007200426691952116,943600,0.03495021927225317,TinyCD
Meliadine,114,2019-07-21,2019-09-13,22600,22447200,0.0010068070850707438,22600,0.0010068070850707438,TinyCD
Meliadine,115,2019-09-13,2020-07-12,434300,22447200,0.01934762464806301,434900,0.019374354039702057,TinyCD
Meliadine,116,2020-07-12,2020-09-27,126500,22447200,0.00563544673723226,486500,0.02167308172066004,TinyCD
Meliadine_baseline,117,2019-01-29,2019-03-12,31300,21451300,0.001459119027751232,31300,0.001459119027751232,TinyCD
Meliadine_baseline,118,2019-03-12,2019-05-01,6500,21451300,0.0003030119386703836,37800,0.0017621309664216155,TinyCD
Meliadine_baseline,119,2019-05-01,2019-07-21,0,21451300,0.0,37800,0.0017621309664216155,TinyCD
Meliadine_baseline,120,2019-07-21,2019-09-13,3200,21451300,0.00014917510826849655,41000,0.001911306074690112,TinyCD
Meliadine_baseline,121,2019-09-13,2019-11-17,21500,21451300,0.0010022702586789613,62500,0.0029135763333690734,TinyCD
Meliadine_baseline,122,2019-11-17,2020-01-26,1017100,21451300,0.04741437581871495,1071800,0.049964337825679564,TinyCD
Meliadine_baseline,123,2020-01-26,2020-03-04,3700,21451300,0.00017248371893544915,1075500,0.05013682154461501,TinyCD
Meliadine_baseline,124,2020-03-04,2020-05-13,42700,21451300,0.001990555350957751,1117000,0.052071436229972075,TinyCD
Meliadine_baseline,125,2020-05-13,2020-07-12,200,21451300,9.323444266781034e-06,1117200,0.052080759674238856,TinyCD
Meliadine_baseline,126,2020-07-12,2020-09-27,3700,21451300,0.00017248371893544915,1117700,0.05210406828490581,TinyCD
Meliadine_baseline,127,2020-09-27,2020-11-12,21000,21451300,0.0009789616480120086,1136700,0.052989795490250007,TinyCD
Merthyr Tydfil,128,2021-01-09,2021-03-25,403800,18080800,0.022333082606964292,403800,0.022333082606964292,TinyCD
Merthyr Tydfil,129,2021-03-25,2021-05-19,23800,18080800,0.0013163134374585194,410400,0.022698110703066238,TinyCD
Merthyr Tydfil,130,2021-05-19,2021-07-18,73800,18080800,0.004081677801867174,484200,0.02677978850493341,TinyCD
Merthyr Tydfil,131,2021-07-18,2021-09-06,118500,18080800,0.006553913543648511,590100,0.03263683022875094,TinyCD
Merthyr Tydfil,132,2021-09-06,2021-11-25,166200,18080800,0.009192071147294367,748400,0.04139197380646874,TinyCD
Merthyr Tydfil,133,2021-11-25,2022-01-14,9900,18080800,0.0005475421441529136,754200,0.041712756072740144,TinyCD
Merthyr Tydfil,134,2022-01-14,2022-03-20,161700,18080800,0.008943188354497589,874000,0.04833856908986328,TinyCD
Merthyr Tydfil,135,2022-03-20,2022-05-14,187700,18080800,0.010381177823990088,983500,0.054394717047918234,TinyCD
Merthyr Tydfil,136,2022-05-14,2022-07-18,171100,18080800,0.009463076855006415,1094800,0.0605504181230919,TinyCD
Merthyr Tydfil,137,2022-07-18,2022-09-16,56200,18080800,0.0031082695455953275,1116400,0.06174505552851644,TinyCD
Merthyr Tydfil,138,2022-09-16,2022-11-25,60500,18080800,0.003346090880934472,1139300,0.0630115924074156,TinyCD
Merthyr Tydfil,139,2022-11-25,2023-01-19,600,18080800,3.318437237290385e-05,1139900,0.06304477677978851,TinyCD
Merthyr Tydfil,140,2023-01-19,2023-05-24,49400,18080800,0.002732179992035751,1177300,0.06511326932436617,TinyCD
Merthyr Tydfil_baseline,141,2021-01-09,2021-03-25,86500,17366000,0.004980997351145917,86500,0.004980997351145917,TinyCD
Merthyr Tydfil_baseline,142,2021-03-25,2021-05-19,0,17366000,0.0,86500,0.004980997351145917,TinyCD
Merthyr Tydfil_baseline,143,2021-05-19,2021-07-18,1000,17366000,5.758378440631118e-05,87500,0.005038581135552229,TinyCD
Merthyr Tydfil_baseline,144,2021-07-18,2021-09-06,0,17366000,0.0,87500,0.005038581135552229,TinyCD
Merthyr Tydfil_baseline,145,2021-09-06,2021-11-25,200,17366000,1.1516756881262237e-05,87700,0.005050097892433491,TinyCD
Merthyr Tydfil_baseline,146,2021-11-25,2022-01-14,0,17366000,0.0,87700,0.005050097892433491,TinyCD
Merthyr Tydfil_baseline,147,2022-01-14,2022-03-20,4900,17366000,0.0002821605435909248,92600,0.005332258436024416,TinyCD
Merthyr Tydfil_baseline,148,2022-03-20,2022-05-14,107000,17366000,0.006161464931475296,199600,0.011493723367499712,TinyCD
Merthyr Tydfil_baseline,149,2022-05-14,2022-07-18,11900,17366000,0.000685247034435103,211400,0.012173212023494183,TinyCD
Merthyr Tydfil_baseline,150,2022-07-18,2022-09-16,66700,17366000,0.003840838419900956,278100,0.01601405044339514,TinyCD
Merthyr Tydfil_baseline,151,2022-09-16,2022-11-25,100100,17366000,0.005764136819071749,352400,0.02029252562478406,TinyCD
Merthyr Tydfil_baseline,152,2022-11-25,2023-01-19,4600,17366000,0.00026488540826903145,357000,0.020557411033053093,TinyCD
Merthyr Tydfil_baseline,153,2023-01-19,2023-05-24,57200,17366000,0.003293792468041,413100,0.02378786133824715,TinyCD
MetCoal,154,2019-01-06,2019-05-01,81500,55820400,0.001460039698748128,81500,0.001460039698748128,TinyCD
MetCoal,155,2019-05-01,2019-07-15,223800,55820400,0.00400928692735989,301500,0.005401251155491541,TinyCD
MetCoal,156,2019-07-15,2019-11-27,79700,55820400,0.0014277934231929545,377600,0.006764552027574149,TinyCD
MetCoal,157,2019-11-27,2020-01-21,72900,55820400,0.0013059741599845218,450300,0.00806694326805254,TinyCD
MetCoal,158,2020-01-21,2020-05-20,110700,55820400,0.0019831459466431627,541100,0.00969358872383573,TinyCD
MetCoal,159,2020-05-20,2020-07-24,53200,55820400,0.0009530565886306799,594300,0.01064664531246641,TinyCD
MetCoal,160,2020-07-24,2020-11-16,152100,55820400,0.0027248102844121503,746300,0.013369664137125495,TinyCD
MetCoal_baseline,161,2019-01-06,2019-03-17,31900,51689700,0.0006171442279603093,31900,0.0006171442279603093,TinyCD
MetCoal_baseline,162,2019-03-17,2019-05-01,246000,51689700,0.004759168654490159,277900,0.005376312882450469,TinyCD
MetCoal_baseline,163,2019-05-01,2019-07-15,102600,51689700,0.0019849215607751643,380200,0.00735543057901284,TinyCD
MetCoal_baseline,164,2019-07-15,2019-09-23,100,51689700,1.9346214042642927e-06,380300,0.007357365200417104,TinyCD
MetCoal_baseline,165,2019-09-23,2019-11-27,9600,51689700,0.0001857236548093721,388800,0.007521808019779569,TinyCD
MetCoal_baseline,166,2019-11-27,2020-01-21,45000,51689700,0.0008705796319189316,433800,0.0083923876516985,TinyCD
MetCoal_baseline,167,2020-01-21,2020-03-11,196200,51689700,0.003795727195166542,623600,0.012064299076992129,TinyCD
MetCoal_baseline,168,2020-03-11,2020-05-20,193500,51689700,0.003743492417251406,788800,0.015260293636836739,TinyCD
MetCoal_baseline,169,2020-05-20,2020-07-24,450800,51689700,0.00872127329042343,1239600,0.02398156692726017,TinyCD
MetCoal_baseline,170,2020-07-24,2020-11-16,8900,51689700,0.00017218130497952203,1247500,0.024134402018197047,TinyCD
Ubuntu,171,2019-01-12,2019-03-28,85800,8738100,0.009819068218491434,85800,0.009819068218491434,TinyCD
Ubuntu,172,2019-03-28,2019-05-17,28800,8738100,0.003295911010402719,109800,0.012565660727160366,TinyCD
Ubuntu,173,2019-05-17,2019-07-16,23900,8738100,0.0027351483732161452,131700,0.015071926391320767,TinyCD
Ubuntu,174,2019-07-16,2019-09-19,171500,8738100,0.01962669230153008,285700,0.03269589498861308,TinyCD
Ubuntu,175,2019-09-19,2019-11-28,52200,8738100,0.005973838706354928,310700,0.03555692885180989,TinyCD
Ubuntu,176,2019-11-28,2020-01-27,95000,8738100,0.010871928680147858,358700,0.04105011386914775,TinyCD
Ubuntu,177,2020-01-27,2020-03-07,185300,8738100,0.021205982994014716,488100,0.055858825145054414,TinyCD
Ubuntu,178,2020-03-07,2020-05-21,138100,8738100,0.01580435106029915,537300,0.061489339787825725,TinyCD
Ubuntu,179,2020-05-21,2020-07-20,242600,8738100,0.027763472608461792,644700,0.0737803412641192,TinyCD
Ubuntu,180,2020-07-20,2020-09-18,294700,8738100,0.03372586717936393,754300,0.08632311372037399,TinyCD
Ubuntu,181,2020-09-18,2020-11-07,80400,8738100,0.009201084904040924,781600,0.0894473626989849,TinyCD
Ubuntu,182,2020-11-07,2021-01-21,74600,8738100,0.008537325047779265,796700,0.09117542715235577,TinyCD
Ubuntu,183,2021-01-21,2021-03-27,142700,8738100,0.01633078129112736,832900,0.09531820418626474,TinyCD
Ubuntu,184,2021-03-27,2021-05-26,95400,8738100,0.010917705221959007,862300,0.09868278000938419,TinyCD
Ubuntu,185,2021-05-26,2021-07-10,179900,8738100,0.020587999679564206,979900,0.11214108330186195,TinyCD
Ubuntu,186,2021-07-10,2021-09-03,207500,8738100,0.02374658106453348,1091500,0.12491273846717249,TinyCD
Ubuntu,187,2021-09-03,2021-11-02,169600,8738100,0.019409253727927123,1163800,0.13318684839953765,TinyCD
Ubuntu_baseline,188,2019-01-12,2019-03-28,1300,8523800,0.0001525141368873038,1300,0.0001525141368873038,TinyCD
Ubuntu_baseline,189,2019-03-28,2019-05-17,25000,8523800,0.002932964170909688,26100,0.0030620145944297143,TinyCD
Ubuntu_baseline,190,2019-05-17,2019-07-16,3600,8523800,0.0004223468406109951,29700,0.0034843614350407097,TinyCD
Ubuntu_baseline,191,2019-07-16,2019-09-19,9000,8523800,0.0010558671015274876,38700,0.004540228536568197,TinyCD
Ubuntu_baseline,192,2019-09-19,2019-11-28,5000,8523800,0.0005865928341819376,43700,0.005126821370750135,TinyCD
Ubuntu_baseline,193,2019-11-28,2020-01-27,0,8523800,0.0,43700,0.005126821370750135,TinyCD
Ubuntu_baseline,194,2020-01-27,2020-03-07,2000,8523800,0.00023463713367277505,45700,0.00536145850442291,TinyCD
Ubuntu_baseline,195,2020-03-07,2020-05-21,0,8523800,0.0,45700,0.00536145850442291,TinyCD
Ubuntu_baseline,196,2020-05-21,2020-07-20,1800,8523800,0.00021117342030549754,47500,0.005572631924728407,TinyCD
Ubuntu_baseline,197,2020-07-20,2020-09-18,12700,8523800,0.0014899457988221216,60200,0.007062577723550529,TinyCD
Ubuntu_baseline,198,2020-09-18,2020-11-07,1300,8523800,0.0001525141368873038,61500,0.007215091860437833,TinyCD
Ubuntu_baseline,199,2020-11-07,2021-01-21,0,8523800,0.0,61500,0.007215091860437833,TinyCD
Ubuntu_baseline,200,2021-01-21,2021-03-27,800,8523800,9.385485346911003e-05,62300,0.007308946713906943,TinyCD
Ubuntu_baseline,201,2021-03-27,2021-05-26,5100,8523800,0.0005983246908655763,67400,0.00790727140477252,TinyCD
Ubuntu_baseline,202,2021-05-26,2021-07-10,92700,8523800,0.010875431145733123,142600,0.01672962763086886,TinyCD
Ubuntu_baseline,203,2021-07-10,2021-09-03,13000,8523800,0.0015251413688730378,155200,0.018207841573007345,TinyCD
Ubuntu_baseline,204,2021-09-03,2021-11-02,19900,8523800,0.0023346394800441116,173000,0.02029611206269504,TinyCD
Amazon,0,2020-07-15,2020-11-02,0,169290000,0.0,0,0.0,LSNet
Amazon,1,2020-11-02,2021-03-24,29700,169290000,0.00017543859649122806,29700,0.00017543859649122806,LSNet
Amazon,2,2021-03-24,2021-05-23,220300,169290000,0.0013013172662295468,250000,0.001476755862720775,LSNet
Amazon,3,2021-05-23,2021-11-24,462500,169290000,0.002731998346033434,676600,0.003996692066867505,LSNet
Amazon,4,2021-11-24,2022-01-18,200,169290000,1.18140469017662e-06,676800,0.003997873471557682,LSNet
Amazon,5,2022-01-18,2022-03-07,40700,169290000,0.00024041585445094216,717400,0.0042376986236635356,LSNet
Amazon,6,2022-03-07,2022-11-27,9100,169290000,5.375391340303621e-05,726500,0.004291452537066572,LSNet
Amazon_baseline,7,2020-03-22,2020-05-01,13200,166662000,7.920221766209454e-05,13200,7.920221766209454e-05,LSNet
Amazon_baseline,8,2020-05-01,2020-07-15,100,166662000,6.000168004704131e-07,13300,7.980223446256496e-05,LSNet
Amazon_baseline,9,2020-07-15,2020-11-02,0,166662000,0.0,13300,7.980223446256496e-05,LSNet
Amazon_baseline,10,2020-11-02,2021-01-28,200,166662000,1.2000336009408262e-06,13500,8.100226806350578e-05,LSNet
Amazon_baseline,11,2021-01-28,2021-03-24,26400,166662000,0.0001584044353241891,39900,0.00023940670338769485,LSNet
Amazon_baseline,12,2021-03-24,2021-05-23,471400,166662000,0.0028284791974175277,511300,0.0030678859008052227,LSNet
Amazon_baseline,13,2021-05-23,2021-07-27,634100,166662000,0.00380470653178289,1143400,0.006860592096578704,LSNet
Amazon_baseline,14,2021-07-27,2021-09-15,0,166662000,0.0,1143400,0.006860592096578704,LSNet
Amazon_baseline,15,2021-09-15,2021-11-24,3900,166662000,2.3400655218346115e-05,1147300,0.00688399275179705,LSNet
Amazon_baseline,16,2021-11-24,2022-01-18,0,166662000,0.0,1147300,0.00688399275179705,LSNet
Amazon_baseline,17,2022-01-18,2022-03-07,742100,166662000,0.004452724676290936,1889400,0.011336717428087987,LSNet
Amazon_baseline,18,2022-03-07,2022-07-07,0,166662000,0.0,1889400,0.011336717428087987,LSNet
Amazon_baseline,19,2022-07-07,2022-09-08,0,166662000,0.0,1889400,0.011336717428087987,LSNet
Amazon_baseline,20,2022-09-08,2022-11-27,49200,166662000,0.00029520826583144327,1938600,0.01163192569391943,LSNet
Carrapateena,21,2019-01-25,2019-03-26,66300,4743000,0.013978494623655914,66300,0.013978494623655914,LSNet
Carrapateena,22,2019-03-26,2019-05-05,26000,4743000,0.005481762597512123,86700,0.01827956989247312,LSNet
Carrapateena,23,2019-05-05,2019-07-14,160900,4743000,0.03392367699768079,232100,0.04893527303394476,LSNet
Carrapateena,24,2019-07-14,2019-09-02,204400,4743000,0.043095087497364536,336900,0.07103099304237824,LSNet
Carrapateena,25,2019-09-02,2019-11-16,312700,4743000,0.06592873708623234,480300,0.10126502213788742,LSNet
Carrapateena,26,2019-11-16,2020-01-15,281500,4743000,0.059350621969217796,624800,0.13173097195867595,LSNet
Carrapateena,27,2020-01-15,2020-03-20,204400,4743000,0.043095087497364536,752000,0.1585494412818891,LSNet
Carrapateena,28,2020-03-20,2020-05-04,72000,4743000,0.015180265654648957,786100,0.16573898376554924,LSNet
Carrapateena,29,2020-05-04,2020-07-23,89800,4743000,0.01893316466371495,808800,0.17052498418722328,LSNet
Carrapateena,30,2020-07-23,2020-09-11,19800,4743000,0.004174573055028463,815100,0.17185325743200505,LSNet
Carrapateena,31,2020-09-11,2020-11-25,57900,4743000,0.012207463630613535,836800,0.17642842083069787,LSNet
Carrapateena_baseline,32,2019-01-25,2019-03-26,0,4781700,0.0,0,0.0,LSNet
