facility,index,predate,postdate,change_area,image_area,proportion,cumulative_area,cumulative_prop,model
Craters,42,2020-09-07,2020-11-01,700,83030000,8.430687703239792e-06,577600,0.006956521739130435,DDPMCD
Craters,43,2020-11-01,2021-01-15,9700400,83030000,0.11683006142358184,9994500,0.12037215464290016,DDPMCD
Craters,44,2021-01-15,2021-03-06,4170000,83030000,0.050222811032157054,11507500,0.13859448392147417,DDPMCD
Craters,45,2021-03-06,2021-05-05,2265700,83030000,0.027287727327472,12807900,0.15425629290617848,DDPMCD
Craters,46,2021-05-05,2021-07-24,614500,83030000,0.007400939419486933,13005200,0.1566325424545345,DDPMCD
Craters,47,2021-07-24,2021-09-27,16500,83030000,0.00019872335300493799,13009000,0.15667830904492352,DDPMCD
Craters,48,2021-09-27,2021-11-21,726400,83030000,0.008748645068047694,13694600,0.1649355654582681,DDPMCD
Craters,49,2021-11-21,2022-01-10,0,83030000,0.0,13694600,0.1649355654582681,DDPMCD
Craters,50,2022-01-10,2022-03-11,2387700,83030000,0.028757075755750934,15821500,0.1905516078525834,DDPMCD
Craters,51,2022-03-11,2022-05-15,3600,83030000,4.335782247380465e-05,15823000,0.1905696736119475,DDPMCD
Craters,52,2022-05-15,2022-07-24,100,83030000,1.2043839576056847e-06,15823000,0.1905696736119475,DDPMCD
Craters,53,2022-07-24,2022-09-02,200,83030000,2.4087679152113693e-06,15823000,0.1905696736119475,DDPMCD
Craters,54,2022-09-02,2022-11-06,18500,83030000,0.00022281103215705166,15823300,0.1905732867638203,DDPMCD
Craters_baseline,55,2020-03-11,2020-05-10,672500,78234200,0.008595984876179472,672500,0.008595984876179472,DDPMCD
Craters_baseline,56,2020-05-10,2020-11-01,700,78234200,8.947493551413576e-06,673200,0.008604932369730886,DDPMCD
Craters_baseline,57,2020-11-01,2021-01-15,3671300,78234200,0.046927047250435235,4240700,0.05420519414782793,DDPMCD
Craters_baseline,58,2021-01-15,2022-05-15,2110600,78234200,0.02697797127087642,4752500,0.060747090147275744,DDPMCD
Craters_baseline,59,2022-05-15,2022-07-24,2600,78234200,3.3233547476679e-05,4754600,0.06077393262792998,DDPMCD
Iluka Western Australia,60,2019-01-27,2019-03-23,2571700,19535500,0.1316423946149318,2571700,0.1316423946149318,DDPMCD
Iluka Western Australia,61,2019-03-23,2019-05-02,1768800,19535500,0.0905428578741266,3219800,0.16481789562591181,DDPMCD
Iluka Western Australia,62,2019-05-02,2019-07-16,2327900,19535500,0.11916255022907016,4011500,0.20534411712011466,DDPMCD
Iluka Western Australia,63,2019-07-16,2019-09-29,2254500,19535500,0.11540528780937268,4327700,0.22153003506437,DDPMCD
Iluka Western Australia,64,2019-09-29,2019-11-13,1445700,19535500,0.07400373678687518,4449500,0.22776483837117042,DDPMCD
Iluka Western Australia,65,2019-11-13,2020-01-07,1608800,19535500,0.08235264006552175,4637600,0.2373934631824115,DDPMCD
Iluka Western Australia,66,2020-01-07,2020-03-22,2185100,19535500,0.11185278083489032,5054900,0.258754575004479,DDPMCD
Iluka Western Australia,67,2020-03-22,2020-05-21,2063500,19535500,0.10562821530035064,5499100,0.2814926671956182,DDPMCD
Iluka Western Australia,68,2020-05-21,2020-07-20,2125600,19535500,0.1088070435873154,5831100,0.2984873691484733,DDPMCD
Iluka Western Australia,69,2020-07-20,2020-09-23,1992000,19535500,0.10196821171713036,5916900,0.30287937344833765,DDPMCD
Iluka Western Australia,70,2020-09-23,2020-11-07,1339500,19535500,0.0685674797164137,5977300,0.305971180671086,DDPMCD
Iluka Western Australia_baseline,71,2019-01-27,2019-03-23,566600,20520900,0.027610874766701266,566600,0.027610874766701266,DDPMCD
Iluka Western Australia_baseline,72,2019-03-23,2019-05-02,120700,20520900,0.005881808302754752,599500,0.029214118289158857,DDPMCD
Iluka Western Australia_baseline,73,2019-05-02,2019-07-16,58300,20520900,0.0028410059987622376,644500,0.031407004566076535,DDPMCD
Iluka Western Australia_baseline,74,2019-07-16,2019-09-29,107800,20520900,0.005253180903371684,752200,0.03665531238883285,DDPMCD
Iluka Western Australia_baseline,75,2019-09-29,2019-11-13,419600,20520900,0.020447446262103514,1160200,0.05653748129955314,DDPMCD
Iluka Western Australia_baseline,76,2019-11-13,2020-01-07,677200,20520900,0.03300050192730338,1751200,0.08533738773640533,DDPMCD
Iluka Western Australia_baseline,77,2020-01-07,2020-03-22,1807800,20520900,0.08809555136470623,3045600,0.14841454322178851,DDPMCD
Iluka Western Australia_baseline,78,2020-03-22,2020-05-21,181900,20520900,0.008864133639362797,3079600,0.1500713906310152,DDPMCD
Iluka Western Australia_baseline,79,2020-05-21,2020-07-20,9200,20520900,0.00044832341661428103,3086600,0.15041250627409128,DDPMCD
Iluka Western Australia_baseline,80,2020-07-20,2020-09-23,19600,20520900,0.0009551238006130335,3106200,0.15136763007470433,DDPMCD
Iluka Western Australia_baseline,81,2020-09-23,2020-11-07,133900,20520900,0.0065250549439839385,3220000,0.15691319581499838,DDPMCD
London,82,2020-01-19,2020-03-27,9400,26805800,0.0003506703773064038,9400,0.0003506703773064038,DDPMCD
London,83,2020-03-27,2020-05-21,23000,26805800,0.000858023263622052,32400,0.0012086936409284558,DDPMCD
London,84,2020-05-21,2020-07-20,867000,26805800,0.03234374650262257,898700,0.033526326392049485,DDPMCD
London,85,2020-07-20,2020-09-20,799900,26805800,0.02984055689440345,1095800,0.040879212707697586,DDPMCD
London,86,2020-09-20,2020-11-04,15600,26805800,0.0005819636048914787,1109400,0.041386565594013235,DDPMCD
London,87,2020-11-04,2021-01-21,4401500,26805800,0.1641995389057592,5017700,0.18718710129897262,DDPMCD
London,88,2021-01-21,2021-03-09,7683600,26805800,0.28663945862462603,8179600,0.305142916831432,DDPMCD
London,89,2021-03-09,2021-07-22,141300,26805800,0.005271247267382432,8206800,0.3061576226040633,DDPMCD
London,90,2021-07-22,2021-09-08,69300,26805800,0.0025852613986525304,8210300,0.306288191361571,DDPMCD
London,91,2021-09-08,2021-11-02,11800,26805800,0.0004402032395974006,8210300,0.306288191361571,DDPMCD
London,92,2021-11-02,2022-01-13,44100,26805800,0.0016451663445970648,8214000,0.30642622119093627,DDPMCD
London,93,2022-01-13,2022-03-19,15400,26805800,0.0005745025330338956,8215000,0.3064635265502242,DDPMCD
London,94,2022-03-19,2022-05-08,190600,26805800,0.007110401480276657,8336800,0.3110073193114923,DDPMCD
London,95,2022-05-08,2022-07-10,324200,26805800,0.012094397481142142,8509100,0.31743503271680007,DDPMCD
London,96,2022-07-10,2022-09-25,126800,26805800,0.004730319557707661,8581400,0.3201322101933164,DDPMCD
London,97,2022-09-25,2022-11-04,94100,26805800,0.00351043430899283,8592700,0.3205537607532698,DDPMCD
London_baseline,98,2020-01-19,2020-03-27,5300,26998400,0.00019630792935877681,5300,0.00019630792935877681,DDPMCD
London_baseline,99,2020-03-27,2020-05-21,149600,26998400,0.005541069100391135,154300,0.005715153490577219,DDPMCD
London_baseline,100,2020-05-21,2020-07-20,141500,26998400,0.005241051321559796,283900,0.01051543795187863,DDPMCD
London_baseline,101,2020-07-20,2020-09-20,793200,26998400,0.029379518786298447,1054900,0.03907268578878748,DDPMCD
London_baseline,102,2020-09-20,2020-11-04,6900,26998400,0.0002555707004859547,1060500,0.03928010548773261,DDPMCD
London_baseline,103,2020-11-04,2021-01-21,1882900,26998400,0.06974116984710205,2854200,0.10571737584449449,DDPMCD
London_baseline,104,2021-01-21,2021-03-09,4495500,26998400,0.16650986725139266,5407800,0.20030075856347043,DDPMCD
London_baseline,105,2021-03-09,2021-07-22,31500,26998400,0.001166735806566315,5418300,0.20068967049899253,DDPMCD
London_baseline,106,2021-07-22,2021-09-08,16300,26998400,0.000603739480858125,5421600,0.20081189996444235,DDPMCD
London_baseline,107,2021-09-08,2021-11-02,3000,26998400,0.00011111769586345857,5421800,0.20081930781083324,DDPMCD
London_baseline,108,2021-11-02,2022-01-13,19300,26998400,0.0007148571767215835,5423500,0.20088227450515586,DDPMCD
London_baseline,109,2022-01-13,2022-03-19,3300,26998400,0.00012222946544980444,5425400,0.20095264904586937,DDPMCD
London_baseline,110,2022-03-19,2022-05-08,64800,26998400,0.002400142230650705,5466100,0.20246014578641697,DDPMCD
London_baseline,111,2022-05-08,2022-07-10,177600,26998400,0.006578167595116748,5549500,0.20554921773142112,DDPMCD
London_baseline,112,2022-07-10,2022-09-25,276500,26998400,0.010241347635415432,5610200,0.20779749911105844,DDPMCD
London_baseline,113,2022-09-25,2022-11-04,23400,26998400,0.0008667180277349769,5615600,0.20799751096361266,DDPMCD
Meliadine,114,2019-07-21,2019-09-13,132000,22447200,0.005880466160590185,132000,0.005880466160590185,DDPMCD
Meliadine,115,2019-09-13,2020-07-12,353000,22447200,0.015725792080972238,449400,0.020020314337645676,DDPMCD
Meliadine,116,2020-07-12,2020-09-27,1271300,22447200,0.05663512598453259,1463200,0.0651840764104209,DDPMCD
Meliadine_baseline,117,2019-01-29,2019-03-12,200,21451300,9.323444266781034e-06,200,9.323444266781034e-06,DDPMCD
Meliadine_baseline,118,2019-03-12,2019-05-01,0,21451300,0.0,200,9.323444266781034e-06,DDPMCD
Meliadine_baseline,119,2019-05-01,2019-07-21,0,21451300,0.0,200,9.323444266781034e-06,DDPMCD
Meliadine_baseline,120,2019-07-21,2019-09-13,0,21451300,0.0,200,9.323444266781034e-06,DDPMCD
Meliadine_baseline,121,2019-09-13,2019-11-17,0,21451300,0.0,200,9.323444266781034e-06,DDPMCD
Meliadine_baseline,122,2019-11-17,2020-01-26,10500,21451300,0.0004894808240060043,10700,0.0004988042682727853,DDPMCD
Meliadine_baseline,123,2020-01-26,2020-03-04,100,21451300,4.661722133390517e-06,10800,0.0005034659904061758,DDPMCD
Meliadine_baseline,124,2020-03-04,2020-05-13,34300,21451300,0.0015989706917529474,44900,0.0020931132378923423,DDPMCD
Meliadine_baseline,125,2020-05-13,2020-07-12,0,21451300,0.0,44900,0.0020931132378923423,DDPMCD
Meliadine_baseline,126,2020-07-12,2020-09-27,0,21451300,0.0,44900,0.0020931132378923423,DDPMCD
Meliadine_baseline,127,2020-09-27,2020-11-12,0,21451300,0.0,44900,0.0020931132378923423,DDPMCD
Merthyr Tydfil,128,2021-01-09,2021-03-25,266200,18080800,0.014722799876111676,266200,0.014722799876111676,DDPMCD
Merthyr Tydfil,129,2021-03-25,2021-05-19,8300,18080800,0.00045905048449183664,269200,0.014888721737976196,DDPMCD
Merthyr Tydfil,130,2021-05-19,2021-07-18,30200,18080800,0.0016702800761028273,299400,0.016559001814079023,DDPMCD
Merthyr Tydfil,131,2021-07-18,2021-09-06,42100,18080800,0.002328436794832087,340100,0.018810008406707667,DDPMCD
Merthyr Tydfil,132,2021-09-06,2021-11-25,138600,18080800,0.00766559001814079,472000,0.0261050396000177,DDPMCD
Merthyr Tydfil,133,2021-11-25,2022-01-14,88900,18080800,0.004916817839918587,541000,0.02992124242290164,DDPMCD
Merthyr Tydfil,134,2022-01-14,2022-03-20,174700,18080800,0.00966218308924384,614400,0.033980797309853546,DDPMCD
Merthyr Tydfil,135,2022-03-20,2022-05-14,55500,18080800,0.0030695544444936064,657800,0.03638113357816026,DDPMCD
Merthyr Tydfil,136,2022-05-14,2022-07-18,93900,18080800,0.005193354276359453,737600,0.04079465510375647,DDPMCD
Merthyr Tydfil,137,2022-07-18,2022-09-16,28500,18080800,0.001576257687712933,755400,0.041779124817485955,DDPMCD
Merthyr Tydfil,138,2022-09-16,2022-11-25,112700,18080800,0.006233131277377107,853500,0.04720476970045573,DDPMCD
Merthyr Tydfil,139,2022-11-25,2023-01-19,246900,18080800,0.013655369231449936,1066700,0.058996283350294235,DDPMCD
Merthyr Tydfil,140,2023-01-19,2023-05-24,3200,18080800,0.0001769833193221539,1069100,0.05912902083978585,DDPMCD
Merthyr Tydfil_baseline,141,2021-01-09,2021-03-25,234700,17366000,0.013514914200161234,234700,0.013514914200161234,DDPMCD
Merthyr Tydfil_baseline,142,2021-03-25,2021-05-19,67000,17366000,0.0038581135552228493,300900,0.017326960727859036,DDPMCD
Merthyr Tydfil_baseline,143,2021-05-19,2021-07-18,5000,17366000,0.00028791892203155594,305900,0.01761487964989059,DDPMCD
Merthyr Tydfil_baseline,144,2021-07-18,2021-09-06,0,17366000,0.0,305900,0.01761487964989059,DDPMCD
Merthyr Tydfil_baseline,145,2021-09-06,2021-11-25,0,17366000,0.0,305900,0.01761487964989059,DDPMCD
Merthyr Tydfil_baseline,146,2021-11-25,2022-01-14,8200,17366000,0.0004721870321317517,314100,0.018087066682022344,DDPMCD
Merthyr Tydfil_baseline,147,2022-01-14,2022-03-20,2600,17366000,0.00014971783945640907,316700,0.01823678452147875,DDPMCD
Merthyr Tydfil_baseline,148,2022-03-20,2022-05-14,194400,17366000,0.011194287688586895,501400,0.028872509501324427,DDPMCD
Merthyr Tydfil_baseline,149,2022-05-14,2022-07-18,11100,17366000,0.0006391800069100542,501400,0.028872509501324427,DDPMCD
Merthyr Tydfil_baseline,150,2022-07-18,2022-09-16,0,17366000,0.0,501400,0.028872509501324427,DDPMCD
Merthyr Tydfil_baseline,151,2022-09-16,2022-11-25,11200,17366000,0.0006449383853506852,512600,0.029517447886675114,DDPMCD
Merthyr Tydfil_baseline,152,2022-11-25,2023-01-19,1005100,17366000,0.05787746170678337,1394700,0.08031210411148221,DDPMCD
Merthyr Tydfil_baseline,153,2023-01-19,2023-05-24,101100,17366000,0.005821720603478061,1442000,0.08303581711390072,DDPMCD
MetCoal,154,2019-01-06,2019-05-01,1136000,55820400,0.020350982794820532,1136000,0.020350982794820532,DDPMCD
MetCoal,155,2019-05-01,2019-07-15,374800,55820400,0.006714391154488323,1405600,0.02518075828908428,DDPMCD
MetCoal,156,2019-07-15,2019-11-27,343500,55820400,0.006153664251778919,1554700,0.027851824780904474,DDPMCD
MetCoal,157,2019-11-27,2020-01-21,111600,55820400,0.0019992690844207496,1633700,0.029267077985825972,DDPMCD
MetCoal,158,2020-01-21,2020-05-20,140200,55820400,0.002511626573797393,1743000,0.03122514349592622,DDPMCD
MetCoal,159,2020-05-20,2020-07-24,387000,55820400,0.006932949244362276,2017800,0.03614807489734936,DDPMCD
MetCoal,160,2020-07-24,2020-11-16,310500,55820400,0.005562482533267407,2327300,0.04169264283308611,DDPMCD
MetCoal_baseline,161,2019-01-06,2019-03-17,106000,51689700,0.00205069868852015,106000,0.00205069868852015,DDPMCD
MetCoal_baseline,162,2019-03-17,2019-05-01,592100,51689700,0.011454893334648875,692700,0.013401122467338754,DDPMCD
MetCoal_baseline,163,2019-05-01,2019-07-15,92000,51689700,0.001779851691923149,777800,0.015047485282367667,DDPMCD
MetCoal_baseline,164,2019-07-15,2019-09-23,68100,51689700,0.0013174771763039832,836600,0.01618504266807507,DDPMCD
MetCoal_baseline,165,2019-09-23,2019-11-27,97700,51689700,0.0018901251119662137,934300,0.018075167780041285,DDPMCD
MetCoal_baseline,166,2019-11-27,2020-01-21,83900,51689700,0.0016231473581777415,1010900,0.01955708777570773,DDPMCD
MetCoal_baseline,167,2020-01-21,2020-03-11,90700,51689700,0.0017547016136677132,1095100,0.021186038998098268,DDPMCD
MetCoal_baseline,168,2020-03-11,2020-05-20,28500,51689700,0.0005513671002153233,1117200,0.021613590328440676,DDPMCD
MetCoal_baseline,169,2020-05-20,2020-07-24,105800,51689700,0.0020468294457116213,1222800,0.02365655053134377,DDPMCD
MetCoal_baseline,170,2020-07-24,2020-11-16,79300,51689700,0.001534154773581584,1300100,0.025152012876840067,DDPMCD
Ubuntu,171,2019-01-12,2019-03-28,62800,8738100,0.007186917064350373,62800,0.007186917064350373,DDPMCD
Ubuntu,172,2019-03-28,2019-05-17,28700,8738100,0.0032844668749499317,85600,0.009796179947585859,DDPMCD
Ubuntu,173,2019-05-17,2019-07-16,300400,8738100,0.034378182900172805,348400,0.03987136791751067,DDPMCD
Ubuntu,174,2019-07-16,2019-09-19,713700,8738100,0.08167679472654238,895800,0.1025165653860679,DDPMCD
Ubuntu,175,2019-09-19,2019-11-28,1274900,8738100,0.14590128288758425,1776300,0.20328217804785936,DDPMCD
Ubuntu,176,2019-11-28,2020-01-27,663600,8738100,0.07594328286469598,2077100,0.23770613748984332,DDPMCD
Ubuntu,177,2020-01-27,2020-03-07,470800,8738100,0.053878989711722225,2196400,0.25135899108501847,DDPMCD
Ubuntu,178,2020-03-07,2020-05-21,467100,8738100,0.0534555566999691,2254700,0.2580309220539934,DDPMCD
Ubuntu,179,2020-05-21,2020-07-20,405100,8738100,0.04636019271924102,2314200,0.2648401826484018,DDPMCD
Ubuntu,180,2020-07-20,2020-09-18,387500,8738100,0.04434602487955047,2541800,0.2908870349389455,DDPMCD
Ubuntu,181,2020-09-18,2020-11-07,929400,8738100,0.10636179489820441,2879500,0.32953388036300796,DDPMCD
Ubuntu,182,2020-11-07,2021-01-21,565900,8738100,0.06476236252732287,3039100,0.34779872054565636,DDPMCD
Ubuntu,183,2021-01-21,2021-03-27,277800,8738100,0.03179180828784289,3078700,0.3523305981849601,DDPMCD
Ubuntu,184,2021-03-27,2021-05-26,368100,8738100,0.04212586260170975,3115200,0.35650770762522743,DDPMCD
Ubuntu,185,2021-05-26,2021-07-10,345500,8738100,0.03953948798937984,3205500,0.3668417619390943,DDPMCD
Ubuntu,186,2021-07-10,2021-09-03,329500,8738100,0.037708426316933885,3302100,0.37789679678648674,DDPMCD
Ubuntu,187,2021-09-03,2021-11-02,1143300,8738100,0.13084080063171627,3533800,0.40441285863059473,DDPMCD
Ubuntu_baseline,188,2019-01-12,2019-03-28,0,8523800,0.0,0,0.0,DDPMCD
Ubuntu_baseline,189,2019-03-28,2019-05-17,0,8523800,0.0,0,0.0,DDPMCD
Ubuntu_baseline,190,2019-05-17,2019-07-16,105600,8523800,0.012388840657922524,105600,0.012388840657922524,DDPMCD
Ubuntu_baseline,191,2019-07-16,2019-09-19,227200,8523800,0.026654778385227246,332600,0.039020155329782494,DDPMCD
Ubuntu_baseline,192,2019-09-19,2019-11-28,28900,8523800,0.0033905065815715996,360600,0.042305075201201345,DDPMCD
Ubuntu_baseline,193,2019-11-28,2020-01-27,14800,8523800,0.0017363147891785353,372900,0.04374809357328891,DDPMCD
Ubuntu_baseline,194,2020-01-27,2020-03-07,22000,8523800,0.0025810084704005255,394900,0.04632910204368943,DDPMCD
Ubuntu_baseline,195,2020-03-07,2020-05-21,0,8523800,0.0,394900,0.04632910204368943,DDPMCD
Ubuntu_baseline,196,2020-05-21,2020-07-20,92000,8523800,0.010793308148947653,483400,0.05671179520870973,DDPMCD
Ubuntu_baseline,197,2020-07-20,2020-09-18,122100,8523800,0.014324597010722917,574900,0.06744644407423919,DDPMCD
Ubuntu_baseline,198,2020-09-18,2020-11-07,52100,8523800,0.00611229733217579,601900,0.07061404537882165,DDPMCD
Ubuntu_baseline,199,2020-11-07,2021-01-21,7600,8523800,0.0008916211079565452,601900,0.07061404537882165,DDPMCD
Ubuntu_baseline,200,2021-01-21,2021-03-27,0,8523800,0.0,601900,0.07061404537882165,DDPMCD
Ubuntu_baseline,201,2021-03-27,2021-05-26,2900,8523800,0.00034022384382552384,602600,0.07069616837560712,DDPMCD
Ubuntu_baseline,202,2021-05-26,2021-07-10,65400,8523800,0.0076726342710997444,648400,0.07606935873671367,DDPMCD
Ubuntu_baseline,203,2021-07-10,2021-09-03,69900,8523800,0.008200567821863488,694300,0.08145428095450385,DDPMCD
Ubuntu_baseline,204,2021-09-03,2021-11-02,65300,8523800,0.007660902414416105,738000,0.086581102325254,DDPMCD
