,facility,index,predate,postdate,NDTCI,model
151,Merthyr Tydfil_baseline,151,2022-09-16,2022-11-25,0.0006449377404129449,DDPMCD
152,Merthyr Tydfil_baseline,152,2022-11-25,2023-01-19,0.05787740382937954,DDPMCD
153,Merthyr Tydfil_baseline,153,2023-01-19,2023-05-24,0.0058217147817632795,DDPMCD
154,MetCoal,154,2019-01-06,2019-05-01,0.020350962443858082,DDPMCD
155,MetCoal,155,2019-05-01,2019-07-15,0.006714384440103885,DDPMCD
156,MetCoal,156,2019-07-15,2019-11-27,0.006153658098120821,DDPMCD
157,MetCoal,157,2019-11-27,2020-01-21,0.001999267085153665,DDPMCD
158,MetCoal,158,2020-01-21,2020-05-20,0.002511624062173331,DDPMCD
159,MetCoal,159,2020-05-20,2020-07-24,0.006932942311419966,DDPMCD
160,MetCoal,160,2020-07-24,2020-11-16,0.005562476970790435,DDPMCD
161,MetCoal_baseline,161,2019-01-06,2019-03-17,0.0020506966378235126,DDPMCD
162,MetCoal_baseline,162,2019-03-17,2019-05-01,0.011454881879766995,DDPMCD
163,MetCoal_baseline,163,2019-05-01,2019-07-15,0.001779849912073237,DDPMCD
164,MetCoal_baseline,164,2019-07-15,2019-09-23,0.001317475858828124,DDPMCD
165,MetCoal_baseline,165,2019-09-23,2019-11-27,0.0018901232218429924,DDPMCD
166,MetCoal_baseline,166,2019-11-27,2020-01-21,0.0016231457350320065,DDPMCD
167,MetCoal_baseline,167,2020-01-21,2020-03-11,0.0017546998589678545,DDPMCD
168,MetCoal_baseline,168,2020-03-11,2020-05-20,0.0005513665488487748,DDPMCD
169,MetCoal_baseline,169,2020-05-20,2020-07-24,0.002046827398884223,DDPMCD
170,MetCoal_baseline,170,2020-07-24,2020-11-16,0.0015341532394283451,DDPMCD
171,Ubuntu,171,2019-01-12,2019-03-28,0.007186909877440498,DDPMCD
172,Ubuntu,172,2019-03-28,2019-05-17,0.0032844635904863413,DDPMCD
173,Ubuntu,173,2019-05-17,2019-07-16,0.03437814852202428,DDPMCD
174,Ubuntu,174,2019-07-16,2019-09-19,0.08167671304982933,DDPMCD
175,Ubuntu,175,2019-09-19,2019-11-28,0.14590113698644727,DDPMCD
176,Ubuntu,176,2019-11-28,2020-01-27,0.07594320692148909,DDPMCD
177,Ubuntu,177,2020-01-27,2020-03-07,0.053878935832786405,DDPMCD
178,Ubuntu,178,2020-03-07,2020-05-21,0.05345550324446585,DDPMCD
179,Ubuntu,179,2020-05-21,2020-07-20,0.04636014635909467,DDPMCD
180,Ubuntu,180,2020-07-20,2020-09-18,0.04434598053356995,DDPMCD
181,Ubuntu,181,2020-09-18,2020-11-07,0.1063616885365159,DDPMCD
182,Ubuntu,182,2020-11-07,2021-01-21,0.06476229776502512,DDPMCD
183,Ubuntu,183,2021-01-21,2021-03-27,0.0317917764960664,DDPMCD
184,Ubuntu,184,2021-03-27,2021-05-26,0.04212582047588928,DDPMCD
185,Ubuntu,185,2021-05-26,2021-07-10,0.0395394484499314,DDPMCD
186,Ubuntu,186,2021-07-10,2021-09-03,0.03770838860854528,DDPMCD
187,Ubuntu,187,2021-09-03,2021-11-02,0.13084066979104647,DDPMCD
188,Ubuntu_baseline,188,2019-01-12,2019-03-28,0.0,DDPMCD
189,Ubuntu_baseline,189,2019-03-28,2019-05-17,0.0,DDPMCD
190,Ubuntu_baseline,190,2019-05-17,2019-07-16,0.012388828269094255,DDPMCD
191,Ubuntu_baseline,191,2019-07-16,2019-09-19,0.026654751730475514,DDPMCD
192,Ubuntu_baseline,192,2019-09-19,2019-11-28,0.003390503191068409,DDPMCD
193,Ubuntu_baseline,193,2019-11-28,2020-01-27,0.0017363130528654828,DDPMCD
194,Ubuntu_baseline,194,2020-01-27,2020-03-07,0.0025810058893946364,DDPMCD
195,Ubuntu_baseline,195,2020-03-07,2020-05-21,0.0,DDPMCD
196,Ubuntu_baseline,196,2020-05-21,2020-07-20,0.0107932973556503,DDPMCD
197,Ubuntu_baseline,197,2020-07-20,2020-09-18,0.014324582686140234,DDPMCD
198,Ubuntu_baseline,198,2020-09-18,2020-11-07,0.006112291219884571,DDPMCD
199,Ubuntu_baseline,199,2020-11-07,2021-01-21,0.0008916202163363289,DDPMCD
200,Ubuntu_baseline,200,2021-01-21,2021-03-27,0.0,DDPMCD
201,Ubuntu_baseline,201,2021-03-27,2021-05-26,0.00034022350360202023,DDPMCD
202,Ubuntu_baseline,202,2021-05-26,2021-07-10,0.007672626598473147,DDPMCD
203,Ubuntu_baseline,203,2021-07-10,2021-09-03,0.008200559621303867,DDPMCD
204,Ubuntu_baseline,204,2021-09-03,2021-11-02,0.007660894753521353,DDPMCD
205,Amazon,0,2020-07-15,2020-11-02,0.0076106014035163825,TinyCD
206,Amazon,1,2020-11-02,2021-03-24,0.0006391392982462534,TinyCD
207,Amazon,2,2021-03-24,2021-05-23,0.0004394821052635975,TinyCD
208,Amazon,3,2021-05-23,2021-11-24,0.001946952982458088,TinyCD
209,Amazon,4,2021-11-24,2022-01-18,0.005885161578953253,TinyCD
210,Amazon,5,2022-01-18,2022-03-07,0.007083695438603572,TinyCD
211,Amazon,6,2022-03-07,2022-11-27,0.006547928947374971,TinyCD
212,Amazon_baseline,7,2020-03-22,2020-05-01,0.0007998215952054658,TinyCD
213,Amazon_baseline,8,2020-05-01,2020-07-15,0.002564469240741305,TinyCD
214,Amazon_baseline,9,2020-07-15,2020-11-02,0.012773144875269284,TinyCD
215,Amazon_baseline,10,2020-11-02,2021-01-28,0.005776955977973161,TinyCD
216,Amazon_baseline,11,2021-01-28,2021-03-24,0.0029874806620615257,TinyCD
217,Amazon_baseline,12,2021-03-24,2021-05-23,0.00017940484393580961,TinyCD
218,Amazon_baseline,13,2021-05-23,2021-07-27,0.002615470617779915,TinyCD
219,Amazon_baseline,14,2021-07-27,2021-09-15,4.320116643270332e-05,TinyCD
220,Amazon_baseline,15,2021-09-15,2021-11-24,0.0007140192785405132,TinyCD
221,Amazon_baseline,16,2021-11-24,2022-01-18,0.004684326476946039,TinyCD
222,Amazon_baseline,17,2022-01-18,2022-03-07,0.0006870185495200739,TinyCD
223,Amazon_baseline,18,2022-03-07,2022-07-07,6.000162004542128e-06,TinyCD
224,Amazon_baseline,19,2022-07-07,2022-09-08,0.012828346365711065,TinyCD
225,Amazon_baseline,20,2022-09-08,2022-11-27,0.02209199648452366,TinyCD
226,Carrapateena,21,2019-01-25,2019-03-26,0.00839130512334805,TinyCD
227,Carrapateena,22,2019-03-26,2019-05-05,0.007294953700197049,TinyCD
228,Carrapateena,23,2019-05-05,2019-07-14,0.024857660151827516,TinyCD
229,Carrapateena,24,2019-07-14,2019-09-02,0.03845663453514282,TinyCD
230,Carrapateena,25,2019-09-02,2019-11-16,0.04151376831123696,TinyCD
231,Carrapateena,26,2019-11-16,2020-01-15,0.03194177703988014,TinyCD
232,Carrapateena,27,2020-01-15,2020-03-20,0.02386672713474873,TinyCD
233,Carrapateena,28,2020-03-20,2020-05-04,0.005882347058829412,TinyCD
234,Carrapateena,29,2020-05-04,2020-07-23,0.017267534914628277,TinyCD
235,Carrapateena,30,2020-07-23,2020-09-11,0.008454556166991378,TinyCD
236,Carrapateena,31,2020-09-11,2020-11-25,0.009403321821641282,TinyCD
237,Carrapateena_baseline,32,2019-01-25,2019-03-26,0.0,TinyCD
238,Carrapateena_baseline,33,2019-03-26,2019-05-05,0.0,TinyCD
239,Carrapateena_baseline,34,2019-05-05,2019-07-14,0.0,TinyCD
240,Carrapateena_baseline,35,2019-07-14,2020-05-04,0.0,TinyCD
241,Carrapateena_baseline,36,2020-05-04,2020-09-11,0.0,TinyCD
242,Carrapateena_baseline,37,2020-09-11,2020-11-25,0.0,TinyCD
243,Craters,38,2020-01-06,2020-03-11,0.0011718644188859124,TinyCD
244,Craters,39,2020-03-11,2020-05-10,0.0009839807093831358,TinyCD
245,Craters,40,2020-05-10,2020-07-09,0.001235696704806728,TinyCD
246,Craters,41,2020-07-09,2020-09-07,4.456216186924847e-05,TinyCD
247,Craters,42,2020-09-07,2020-11-01,3.010956883057329e-05,TinyCD
248,Craters,43,2020-11-01,2021-01-15,0.013340947757450414,TinyCD
249,Craters,44,2021-01-15,2021-03-06,0.02363119400098714,TinyCD
250,Craters,45,2021-03-06,2021-05-05,0.004554975572689129,TinyCD
251,Craters,46,2021-05-05,2021-07-24,0.0019077422811051234,TinyCD
252,Craters,47,2021-07-24,2021-09-27,8.189802721915936e-05,TinyCD
253,Craters,48,2021-09-27,2021-11-21,0.0017439462266668046,TinyCD
254,Craters,49,2021-11-21,2022-01-10,0.00042153396362802615,TinyCD
255,Craters,50,2022-01-10,2022-03-11,0.0037781486968603375,TinyCD
256,Craters,51,2022-03-11,2022-05-15,0.0020004797531032893,TinyCD
257,Craters,52,2022-05-15,2022-07-24,0.0006226658834162555,TinyCD
258,Craters,53,2022-07-24,2022-09-02,0.0,TinyCD
259,Craters,54,2022-09-02,2022-11-06,0.0004889793978085103,TinyCD
260,Craters_baseline,55,2020-03-11,2020-05-10,0.0029040978600180893,TinyCD
261,Craters_baseline,56,2020-05-10,2020-11-01,9.714411855694313e-05,TinyCD
262,Craters_baseline,57,2020-11-01,2021-01-15,0.003848696591775734,TinyCD
263,Craters_baseline,58,2021-01-15,2022-05-15,0.027977506144399627,TinyCD
264,Craters_baseline,59,2022-05-15,2022-07-24,0.00164378074295038,TinyCD
265,Iluka Western Australia,60,2019-01-27,2019-03-23,0.0649022923447707,TinyCD
266,Iluka Western Australia,61,2019-03-23,2019-05-02,0.0818713828978833,TinyCD
267,Iluka Western Australia,62,2019-05-02,2019-07-16,0.07653239000289193,TinyCD
268,Iluka Western Australia,63,2019-07-16,2019-09-29,0.07218134114311946,TinyCD
269,Iluka Western Australia,64,2019-09-29,2019-11-13,0.06217904764665427,TinyCD
270,Iluka Western Australia,65,2019-11-13,2020-01-07,0.07684976062560472,TinyCD
271,Iluka Western Australia,66,2020-01-07,2020-03-22,0.0789894528884105,TinyCD
272,Iluka Western Australia,67,2020-03-22,2020-05-21,0.09261079526000406,TinyCD
273,Iluka Western Australia,68,2020-05-21,2020-07-20,0.05686564915672037,TinyCD
274,Iluka Western Australia,69,2020-07-20,2020-09-23,0.05292922965887916,TinyCD
275,Iluka Western Australia,70,2020-09-23,2020-11-07,0.04451890815698956,TinyCD
276,Iluka Western Australia_baseline,71,2019-01-27,2019-03-23,0.0008186767247058756,TinyCD
277,Iluka Western Australia_baseline,72,2019-03-23,2019-05-02,0.0015398919345658137,TinyCD
278,Iluka Western Australia_baseline,73,2019-05-02,2019-07-16,0.005301906407619003,TinyCD
279,Iluka Western Australia_baseline,74,2019-07-16,2019-09-29,0.0,TinyCD
280,Iluka Western Australia_baseline,75,2019-09-29,2019-11-13,0.0014473034954621729,TinyCD
281,Iluka Western Australia_baseline,76,2019-11-13,2020-01-07,0.007270629007506943,TinyCD
282,Iluka Western Australia_baseline,77,2020-01-07,2020-03-22,0.0028117647033052986,TinyCD
283,Iluka Western Australia_baseline,78,2020-03-22,2020-05-21,0.007358344370868286,TinyCD
284,Iluka Western Australia_baseline,79,2020-05-21,2020-07-20,0.00043857681680671903,TinyCD
285,Iluka Western Australia_baseline,80,2020-07-20,2020-09-23,0.00020466918117646886,TinyCD
286,Iluka Western Australia_baseline,81,2020-09-23,2020-11-07,9.258843910364068e-05,TinyCD
287,London,82,2020-01-19,2020-03-27,0.009751611166249891,TinyCD
288,London,83,2020-03-27,2020-05-21,0.010102281192886272,TinyCD
289,London,84,2020-05-21,2020-07-20,0.0025031871050320126,TinyCD
290,London,85,2020-07-20,2020-09-20,0.0030180005483918006,TinyCD
291,London,86,2020-09-20,2020-11-04,0.006233719303291345,TinyCD
292,London,87,2020-11-04,2021-01-21,0.040215137097235606,TinyCD
293,London,88,2021-01-21,2021-03-09,0.004032705306318338,TinyCD
294,London,89,2021-03-09,2021-07-22,0.01206454112917068,TinyCD
295,London,90,2021-07-22,2021-09-08,0.013500796025500523,TinyCD
296,London,91,2021-09-08,2021-11-02,0.005696522666742,TinyCD
297,London,92,2021-11-02,2022-01-13,0.005312277850321289,TinyCD
298,London,93,2022-01-13,2022-03-19,0.008233284561558345,TinyCD
299,London,94,2022-03-19,2022-05-08,0.015410828511009297,TinyCD
300,London,95,2022-05-08,2022-07-10,0.020525388154822844,TinyCD
301,London,96,2022-07-10,2022-09-25,0.011400506397880521,TinyCD
302,London,97,2022-09-25,2022-11-04,0.003320173656450806,TinyCD
303,London_baseline,98,2020-01-19,2020-03-27,0.0032335217161049284,TinyCD
304,London_baseline,99,2020-03-27,2020-05-21,0.0005148448093225488,TinyCD
305,London_baseline,100,2020-05-21,2020-07-20,0.0007074486228820635,TinyCD
306,London_baseline,101,2020-07-20,2020-09-20,0.0007667113347465295,TinyCD
307,London_baseline,102,2020-09-20,2020-11-04,0.0021964242584767727,TinyCD
308,London_baseline,103,2020-11-04,2021-01-21,0.03937266419495463,TinyCD
309,London_baseline,104,2021-01-21,2021-03-09,0.005452169491530877,TinyCD
310,London_baseline,105,2021-03-09,2021-07-22,0.004281730932207672,TinyCD
311,London_baseline,106,2021-07-22,2021-09-08,0.002148273305086894,TinyCD
312,London_baseline,107,2021-09-08,2021-11-02,0.0023371731991548798,TinyCD
313,London_baseline,108,2021-11-02,2022-01-13,0.001574165783899879,TinyCD
314,London_baseline,109,2022-01-13,2022-03-19,0.003670584216105366,TinyCD
315,London_baseline,110,2022-03-19,2022-05-08,0.006604088453396434,TinyCD
316,London_baseline,111,2022-05-08,2022-07-10,0.006355925847463983,TinyCD
317,London_baseline,112,2022-07-10,2022-09-25,0.007996762182211388,TinyCD
318,London_baseline,113,2022-09-25,2022-11-04,0.01587499894069384,TinyCD
319,Meliadine,114,2019-07-21,2019-09-13,0.0016349461536421784,TinyCD
320,Meliadine,115,2019-09-13,2020-07-12,0.030725404963678756,TinyCD
321,Meliadine,116,2020-07-12,2020-09-27,0.011515901381921066,TinyCD
322,Meliadine_baseline,117,2019-01-29,2019-03-12,0.0026152235016085783,TinyCD
323,Meliadine_baseline,118,2019-03-12,2019-05-01,0.0009370052118062822,TinyCD
324,Meliadine_baseline,119,2019-05-01,2019-07-21,4.661717471673046e-05,TinyCD
325,Meliadine_baseline,120,2019-07-21,2019-09-13,0.0003216585055454402,TinyCD
326,Meliadine_baseline,121,2019-09-13,2019-11-17,0.005710603902799483,TinyCD
327,Meliadine_baseline,122,2019-11-17,2020-01-26,0.09007836670513825,TinyCD
328,Meliadine_baseline,123,2020-01-26,2020-03-04,0.0008764028846745325,TinyCD
329,Meliadine_baseline,124,2020-03-04,2020-05-13,0.004479910490277798,TinyCD
330,Meliadine_baseline,125,2020-05-13,2020-07-12,0.0001212046542634992,TinyCD
331,Meliadine_baseline,126,2020-07-12,2020-09-27,0.00038692255014886277,TinyCD
332,Meliadine_baseline,127,2020-09-27,2020-11-12,0.004218854311864106,TinyCD
333,Merthyr Tydfil,128,2021-01-09,2021-03-25,0.05099879860962579,TinyCD
334,Merthyr Tydfil,129,2021-03-25,2021-05-19,0.0038715062386658777,TinyCD
